volume,nr_RG,abbreviation,gold,system,verdict,step,candidate_miss,candidates,verdict_once,expansion_once,context
9,1835,iun.,iunii,iunius,wrong_form,step 2 (candidates),no,iunior; iunius,not_expanded,iun.,vs rem. plen. 26 iun. 1465 L 613 286
9,1835,iun.,iunii,iunius,wrong_form,step 2 (candidates),no,iunior; iunius,not_expanded,iun.,obtinet retin. valeat 4 iun. 1465 S 581 249
8,4732,iur.,iure,iuris,wrong_form,step 1 (rule),"","",wrong_form,iuris,Salgast d. dioc. de iur. patron. dom. de Anhalt
8,5423,iur.,iure,iuris,wrong_form,step 1 (rule),"","",wrong_form,iuris,T. Halberstad. dioc. de iur. patron. marchionis Brandenburg. ad
9,1835,iur.,iure,iuris,wrong_form,step 1 (rule),"","",wrong_form,iuris,in d. eccl. de iur. patron. laic. 3 m.
9,1835,iur.,iure,iuris,wrong_form,step 1 (rule),"","",wrong_form,iuris,Wysbu Lincopen. dioc. de iur. patron. laic. 4 m.
2,370,lic.,licentie,licentia,wrong_form,step 2 (candidates),no,licentia; licentiatus,not_expanded,lic.,Ben. Terdon. dioc. conc. lic. quod alter ipsorum altero
4,6189,lic.,licentie,licentia,wrong_form,step 2 (candidates),no,licentia; licentiatus,not_expanded,lic.,67 v. de prorog. lic. retinendi ad aliud decennium
4,6189,lic.,licentie,licentia,wrong_form,step 2 (candidates),no,licentia; licentiatus,not_expanded,lic.,190 v. de prorog. lic. retinendi ad aliud decennium
4,6189,litig.,litigat,litigare,wrong_form,step 2 (candidates),no,litigare; litigiosus,not_expanded,litig.,Johannis Lowentkoper sup. quib. litig. contra Henricum Berwisch cler.
4,6189,litig.,litigat,litigare,wrong_form,step 2 (candidates),no,litigare; litigiosus,not_expanded,litig.,Johannis Lowentkoper sup. quib. litig. contra Henricum Beruorsch n.
4,6189,litig.,litigat,litigare,wrong_form,step 2 (candidates),no,litigare; litigiosus,not_expanded,litig.,Johannis Lowentkoper sup. quib. litig. contra Henricum Berwisch cler.
4,8386,litig.,litigat,litigare,wrong_form,step 2 (candidates),no,litigare; litigiosus,not_expanded,litig.,de Sliwen sup. quib. litig. contra Burchardum de Steymbeke
4,8386,litig.,litigat,litigare,wrong_form,step 2 (candidates),no,litigare; litigiosus,not_expanded,litig.,Nuemburg. dioc. sup. qua litig. contra Henricum Czusk et
4,8386,litig.,litigat,litigare,wrong_form,step 2 (candidates),no,litigare; litigiosus,not_expanded,litig.,de Slewen sup. quib. litig. contra Borchardum de Steynbeke
4,8386,litig.,litigat,litigare,wrong_form,step 2 (candidates),no,litigare; litigiosus,not_expanded,litig.,quond. Werneri Ingeleue qui litig. contra Ernestum Aurifabri cler.
7,1083,litig.,litigat,litigare,wrong_form,step 2 (candidates),no,litigare; litigiosus,not_expanded,litig.,S 485 238 r. litig. contra quond. Johannem Ghelen
7,1083,litig.,litigat,litigare,wrong_form,step 2 (candidates),no,litigare; litigiosus,not_expanded,litig.,palatii ap. causarum not. litig. contra Johannem Gelen can.
7,1083,litig.,litigat,litigare,wrong_form,step 2 (candidates),no,litigare; litigiosus,not_expanded,litig.,par. de mil. gen. litig. contra Henninghum Storbeken cler.
6,5255,litt.,litteris,littere,wrong_form,step 1 (rule),"","",wrong_form,littere,dioc. supplic. eodem de litt. conserv. 8 mart. 1449
9,1835,litt.,litteris,littere,wrong_form,step 1 (rule),"","",wrong_form,littere,conc. fuit de confic. litt. c. clausula quod d.
2,916,loc.,loco,locus,wrong_form,step 2 (candidates),no,locare; locus,not_expanded,loc.,Misnen. dioc. de interd. loc. 7 mai. 1402 R
2,370,m.,mandati,mandatum,wrong_form,step 2 (candidates),no,mandare; mandatum; manus; marca; memoria; murus,not_expanded,m.,V 315 187 revoc. m. de Johanne de Embeke
5,885,m.,marcarum,marca,wrong_form,step 1 (rule),"","",wrong_form,marca,Weden Hildesem. dioc. 4 m. arg. fabrice d. eccl.
5,885,m.,marcarum,marca,wrong_form,step 1 (rule),"","",wrong_form,marca,eccl. s. Blasii 2 m. arg. 13 oct. 1438
5,1954,m.,marcarum,marca,wrong_form,step 1 (rule),"","",wrong_form,marca,cuius mense capitul. 200 m. arg. p. olim quond.
5,1954,m.,marcarum,marca,wrong_form,step 1 (rule),"","",wrong_form,marca,Nuemburg. dioc. insimul 60 m. arg. p. quarum ius
5,6853,m.,mandato,mandatum,wrong_form,step 2 (candidates),no,mandare; mandatum; manus; marca; memoria; murus,not_expanded,m.,Cist. d. dioc. de m. ad prelatum ut venditionem
5,7372,m.,marcarum,marca,wrong_form,step 1 (rule),"","",wrong_form,marca,preb. d. eccl. 12 m. arg. p. et de
5,7372,m.,marcarum,marca,wrong_form,step 1 (rule),"","",wrong_form,marca,preb. d. eccl. 12 m. arg. p. et de
5,7372,m.,marcarum,marca,wrong_form,step 1 (rule),"","",wrong_form,marca,d. eccl. insimul 12 m. arg. p. p. litt.
5,7397,m.,marcarum,marca,wrong_form,step 1 (rule),"","",wrong_form,marca,off. ministerii organorum 4 m. arg. ad usum off.
5,7397,m.,marcarum,marca,wrong_form,step 1 (rule),"","",wrong_form,marca,off. ministerii organorum 4 m. arg. ad usum off.
5,7397,m.,marcarum,marca,wrong_form,step 1 (rule),"","",wrong_form,marca,veteribus d. eccl. 4 m. arg. et off. ministerii
5,7397,m.,marcarum,marca,wrong_form,step 1 (rule),"","",wrong_form,marca,veteribus d. eccl. 4 m. arg. et off. ministerii
5,7397,m.,marcarum,marca,wrong_form,step 1 (rule),"","",wrong_form,marca,off. ministerii organorum 4 m. arg. ad usum off.
5,7397,m.,marcarum,marca,wrong_form,step 1 (rule),"","",wrong_form,marca,veteribus d. eccl. 4 m. arg. et off. ministerii
5,7397,m.,marcarum,marca,wrong_form,step 1 (rule),"","",wrong_form,marca,veteribus d. eccl. 4 m. arg. et off. ministerii
5,7397,m.,marcarum,marca,wrong_form,step 1 (rule),"","",wrong_form,marca,off. ministerii organorum 4 m. arg. ad usum off.
5,7397,m.,marcarum,marca,wrong_form,step 1 (rule),"","",wrong_form,marca,veteribus d. eccl. 4 m. arg. et off. ministerii
5,7397,m.,marcarum,marca,wrong_form,step 1 (rule),"","",wrong_form,marca,off. ministerii organorum 4 m. arg. ad usum off.
5,7397,m.,marcarum,marca,wrong_form,step 2 (candidates),no,mandare; mandatum; manus; marca; memoria; murus,not_expanded,m.,alt. d. eccl. 4 m. a. p. qui in
5,7397,m.,marcarum,marca,wrong_form,step 1 (rule),"","",wrong_form,marca,etiam d. alt. 4 m. arg. p. vac. p.
6,126,m.,marcarum,marca,wrong_form,step 1 (rule),"","",wrong_form,marca,Garsitz Nuemburg. dioc. 4 m. arg. d. eccl. 60
6,5255,m.,marcarum,marca,wrong_form,step 1 (rule),"","",wrong_form,marca,Puwelinghe Halberstad. dioc. 4 m. arg. vacat. p. res.
6,5255,m.,marcarum,marca,wrong_form,step 1 (rule),"","",wrong_form,marca,m. d. op. 2 m. arg. succentorie d. eccl.
7,1083,m.,marcarum,marca,wrong_form,step 1 (rule),"","",wrong_form,marca,Stendal. d. dioc. 6 m. arg. 1 nov. 1455
7,1083,m.,marcarum,marca,wrong_form,step 1 (rule),"","",wrong_form,marca,preb. 6 et 6 m. arg. necnon in s.
7,1083,m.,marcarum,marca,wrong_form,step 1 (rule),"","",wrong_form,marca,c. vicar. simul 12 m. arg. ac can. et
7,1083,m.,marcarum,marca,wrong_form,step 1 (rule),"","",wrong_form,marca,celeraria eccl. Halberstad. 20 m. arg. n. o. Halberstad.
7,1083,m.,marcarum,marca,wrong_form,step 1 (rule),"","",wrong_form,marca,celleraria eccl. Halberstad. 20 m. arg. vac. p. o.
7,1083,m.,marcarum,marca,wrong_form,step 1 (rule),"","",wrong_form,marca,in eccl. Halberstad. 6 m. arg. vac. p. assec.
8,4732,m.,marcarum,marca,wrong_form,step 1 (rule),"","",wrong_form,marca,incorp. mense prepos. 40 m. arg. par. eccl. in
8,4732,m.,marcarum,marca,wrong_form,step 1 (rule),"","",wrong_form,marca,dom. de Anhalt 4 m. arg. 24 iul. 1459
9,1835,m.,marcarum,marca,wrong_form,step 1 (rule),"","",wrong_form,marca,iur. patron. laic. 4 m. arg. vac. p. resign.
9,1835,m.,marcarum,marca,wrong_form,step 1 (rule),"","",wrong_form,marca,preb. eccl. Lubic. 4 m. arg. vac. p. dim.
9,1835,m.,marcarum,marca,wrong_form,step 1 (rule),"","",wrong_form,marca,s. c. vicar. 4 m. arg. quam obtinet retin.
4,3100,mag.,magistro,magister,wrong_form,step 1 (rule),"","",wrong_form,magister,in Herbesleben Magunt. dioc. mag. in art. et med.
4,6189,mag.,magistrum,magister,wrong_form,step 1 (rule),"","",wrong_form,magister,4 11 m. citandi mag. Johannem Molner olim collectorem
2,2411,mai.,maioris,maior,wrong_form,step 2 (candidates),no,maior; maius,not_expanded,mai.,4 can. et preb. mai. in eccl. Misnen. in
4,3100,mai.,maii,maius,wrong_form,step 2 (candidates),no,maior; maius,not_expanded,mai.,Ebirstorff Misnen. dioc. 18 mai. 1425 S 192 207
4,3100,mai.,maii,maius,wrong_form,step 2 (candidates),no,maior; maius,not_expanded,mai.,de non evocando 7 mai. 1418 S 112 162
4,3100,mai.,maiores,maior,wrong_form,step 2 (candidates),no,maior; maius,not_expanded,mai.,ut duo can. et mai. preb. Merseburg. presentatis p.
4,3100,mai.,maii,maius,wrong_form,step 2 (candidates),no,maior; maius,not_expanded,mai.,Cist. ipsos visitantibus 7 mai. 1418 S 112 162
4,5597,mai.,maii,maius,wrong_form,step 2 (candidates),no,maior; maius,not_expanded,mai.,dioc. de indulg. 15 mai. 1419 S 125 79
4,5813,mai.,maii,maius,wrong_form,step 2 (candidates),no,maior; maius,not_expanded,mai.,dominio Misnen. dioc. 15 mai. 1419 S 125 80
4,6189,mai.,maii,maius,wrong_form,step 2 (candidates),no,maior; maius,not_expanded,mai.,de lic. testandi 11 mai. 1423 S 167 176
4,6189,mai.,maiori,maior,wrong_form,step 2 (candidates),no,maior; maius,not_expanded,mai.,Zwerin. de can. et mai. preb. Zwerin. vac. p.
4,6189,mai.,maii,maius,wrong_form,step 2 (candidates),no,maior; maius,not_expanded,mai.,in eccl. Camin. 18 mai. 1423 S 167 291
4,6189,mai.,maiori,maior,wrong_form,step 2 (candidates),no,maior; maius,not_expanded,mai.,et Gustrowen. can. et mai. preb. eccl. s. Ottonis
4,6189,mai.,maii,maius,wrong_form,step 2 (candidates),no,maior; maius,not_expanded,mai.,Gustrowen. Camin. dioc. 9 mai. 1427 S 212 151
4,6189,mai.,maii,maius,wrong_form,step 2 (candidates),no,maior; maius,not_expanded,mai.,rector ipse existit 31 mai. 1418 S 112 195
4,6189,mai.,maii,maius,wrong_form,step 2 (candidates),no,maior; maius,not_expanded,mai.,in eccl. Camin. 15 mai. 1423 S 165 236
4,6189,mai.,maioris,maior,wrong_form,step 2 (candidates),no,maior; maius,not_expanded,mai.,de conf. can. et mai. preb. Camin. ac archidiac.
4,6189,mai.,maioribus,maior,wrong_form,step 2 (candidates),no,maior; maius,not_expanded,mai.,eccl. Camin. can. et mai. preb. Camin. ac Gostrowen.
4,6189,mai.,maiori,maior,wrong_form,step 2 (candidates),no,maior; maius,not_expanded,mai.,18 de can. et mai. preb. Zwerin. vac. p.
4,8386,mai.,maii,maius,wrong_form,step 2 (candidates),no,maior; maius,not_expanded,mai.,dioc. prorog. ann. 6 mai. 1427 DC 11 87
4,11069,mai.,maii,maius,wrong_form,step 2 (candidates),no,maior; maius,not_expanded,mai.,dioc. de indulg. 24 mai. 1421 S 152 187
4,11967,mai.,maii,maius,wrong_form,step 2 (candidates),no,maior; maius,not_expanded,mai.,dioc. de indulg. 24 mai. 1421 S 152 187
4,12022,mai.,maii,maius,wrong_form,step 2 (candidates),no,maior; maius,not_expanded,mai.,Misnen. dioc. indulg. 13 mai. 1429 L 286 246
4,14862,mai.,maii,maius,wrong_form,step 2 (candidates),no,maior; maius,not_expanded,mai.,Ebirstorff Misnen. dioc. 4 mai. 1425 S 185 206
5,3472,mai.,maii,maius,wrong_form,step 2 (candidates),no,maior; maius,not_expanded,mai.,ruinosa de indulg. 23 mai. 1444 S 397 23
5,6853,mai.,maii,maius,wrong_form,step 2 (candidates),no,maior; maius,not_expanded,mai.,de temp. interd. 15 mai. 1436 S 322 70
5,6853,mai.,maii,maius,wrong_form,step 2 (candidates),no,maior; maius,not_expanded,mai.,de alia festivitate 15 mai. 1436 S 322 71
5,6853,mai.,maii,maius,wrong_form,step 2 (candidates),no,maior; maius,not_expanded,mai.,diebus in octavis 15 mai. 36 S 322 70
5,6853,mai.,maii,maius,wrong_form,step 2 (candidates),no,maior; maius,not_expanded,mai.,in 2 festivitatibus 15 mai. 36 S 322 70
5,7397,mai.,maii,maius,wrong_form,step 2 (candidates),no,maior; maius,not_expanded,mai.,organici experto conferre 21 mai. 1434 S 297 74
5,7397,mai.,maii,maius,wrong_form,step 2 (candidates),no,maior; maius,not_expanded,mai.,dec. Osnaburg. l. b. mai. 1435 T 4 98
5,7397,mai.,maii,maius,wrong_form,step 2 (candidates),no,maior; maius,not_expanded,mai.,ludi organici conferatur 1 mai. 33 S 291 294
5,8486,mai.,maii,maius,wrong_form,step 2 (candidates),no,maior; maius,not_expanded,mai.,S. de indulg. 26 mai. 1445 S 405 283
6,126,mai.,maii,maius,wrong_form,step 2 (candidates),no,maior; maius,not_expanded,mai.,de 3 an. 3 mai. 1448 V 387 331
6,126,mai.,maii,maius,wrong_form,step 2 (candidates),no,maior; maius,not_expanded,mai.,421 174 v 3 mai. 1448 V 407 57
6,3976,mai.,maii,maius,wrong_form,step 2 (candidates),no,maior; maius,not_expanded,mai.,relax. 3 an. 3 mai. 1448 V 387 330
7,1083,mai.,maii,maius,wrong_form,step 2 (candidates),no,maior; maius,not_expanded,mai.,ad aliud festum 7 mai. 1457 S 499 183
7,2477,mai.,maii,maius,wrong_form,step 2 (candidates),no,maior; maius,not_expanded,mai.,relax. 10 an. 12 mai. 1457 S 499 213
7,2510,mai.,maii,maius,wrong_form,step 2 (candidates),no,maior; maius,not_expanded,mai.,relax. 7 an. 7 mai. 1457 V 460 73
8,4104,mai.,maii,maius,wrong_form,step 2 (candidates),no,maior; maius,not_expanded,mai.,cur. de indulg. 28 mai. 1464 S 574 94
8,5719,mai.,maii,maius,wrong_form,step 2 (candidates),no,maior; maius,not_expanded,mai.,et conf. statutorum 28 mai. 1464 S 574 49
9,589,mai.,maii,maius,wrong_form,step 2 (candidates),no,maior; maius,not_expanded,mai.,indulg. 3 an. 21 mai. 1467 S 611 172
9,730,mai.,maii,maius,wrong_form,step 2 (candidates),no,maior; maius,not_expanded,mai.,indulg. 5 an. 15 mai. 1467 S 609 233
9,1746,mai.,maii,maius,wrong_form,step 2 (candidates),no,maior; maius,not_expanded,mai.,pontificum et imper. 8 mai. 1470 A 18 231
9,1746,mai.,maii,maius,wrong_form,step 2 (candidates),no,maior; maius,not_expanded,mai.,ad vetita iudicia 7 mai. 1470 T 11 177
9,1835,mai.,maii,maius,wrong_form,step 2 (candidates),no,maior; maius,not_expanded,mai.,Talnen cler. Lubic. 16 mai. 1465 S 580 220
9,5330,mai.,maii,maius,wrong_form,step 2 (candidates),no,maior; maius,not_expanded,mai.,indulg. 10 an. 5 mai. 1468 S 624 198
9,5702,mai.,maii,maius,wrong_form,step 2 (candidates),no,maior; maius,not_expanded,mai.,de 5 an. 18 mai. 1470 S 657 106
9,5702,mai.,maii,maius,wrong_form,step 2 (candidates),no,maior; maius,not_expanded,mai.,E. dicere valeant 15 mai. 1470 S 656 149
5,7372,maior.,maiorem,maior,wrong_form,step 2 (candidates),no,maior,not_expanded,maior.,papa univit can. et maior. preb. d. eccl. 12
5,7372,maior.,maiorem,maior,wrong_form,step 2 (candidates),no,maior,not_expanded,maior.,papa univit can. et maior. preb. d. eccl. 12
2,5209,mil.,milium,milia,wrong_form,step 2 (candidates),no,miles; milia; militaris,not_expanded,mil.,XII ap. ac X mil. martirum et ss. Sebastiani
4,1307,mil.,militari,militaris,wrong_form,step 2 (candidates),no,miles; milia; militaris,not_expanded,mil.,dioc. ex utr. de mil. gen. de benef. s.
7,1083,mil.,militari,militaris,wrong_form,step 2 (candidates),no,miles; milia; militaris,not_expanded,mil.,ex utr. par. de mil. gen. litig. contra Henninghum
7,1083,mil.,militari,militaris,wrong_form,step 2 (candidates),no,miles; milia; militaris,not_expanded,mil.,ex utr. par. de mil. gen. n. o. celleraria
2,645,min.,minorum,minor,wrong_form,step 2 (candidates),no,minor; minutus,not_expanded,min.,Aschersleve eccl. domus fr. min. op. Halberstad. dioc. indulg.
2,916,min.,minorum,minor,wrong_form,step 2 (candidates),no,minor; minutus,not_expanded,min.,b. Marie dom. fr. min. Misnen. dioc. indulg. 29
2,916,min.,minorum,minor,wrong_form,step 2 (candidates),no,minor; minutus,not_expanded,min.,b. Marie dom. fr. min. Misnen. dioc. indulg. 13
2,2229,min.,minorum,minor,wrong_form,step 2 (candidates),no,minor; minutus,not_expanded,min.,b. Marie dom. fr. min. Misnen. dioc. indulg. 29
4,6189,min.,minoris,minor,wrong_form,step 2 (candidates),no,minor; minutus,not_expanded,min.,mil. gen. can. et min. preb. Zwerin. de can.
4,6189,min.,minoribus,minor,wrong_form,step 2 (candidates),no,minor; minutus,not_expanded,min.,Kregenberch script. n. o. min. preb. in eccl. Gustrowen.
4,6189,min.,minori,minor,wrong_form,step 2 (candidates),no,minor; minutus,not_expanded,min.,Camin. dioc. necnon Zwerin. min. preb. 7 aug. 1425
4,6189,min.,minoribus,minor,wrong_form,step 2 (candidates),no,minor; minutus,not_expanded,min.,n. o. can. et min. preb. Zwerin. Camin. et
4,6189,min.,minores,minor,wrong_form,step 2 (candidates),no,minor; minutus,not_expanded,min.,Zwerin. dioc. can. et min. preb. Zwerin. Camin. Gustrowen.
4,6189,min.,minori,minor,wrong_form,step 2 (candidates),no,minor; minutus,not_expanded,min.,Stetinen. Camin. can. et min. preb. Zwerin. 6 dec.
4,6189,min.,minoribus,minor,wrong_form,step 2 (candidates),no,minor; minutus,not_expanded,min.,n. o. can. et min. preb. Camin. et Gustrowen.
4,6189,min.,minoribus,minor,wrong_form,step 2 (candidates),no,minor; minutus,not_expanded,min.,Bard Zwerin. dioc. et min. preb. Zwerin. ac Gustrowen.
4,6189,min.,minoribus,minor,wrong_form,step 2 (candidates),no,minor; minutus,not_expanded,min.,n. o. can. et min. preb. Camin. Zwerin. Gustrowen.
4,6189,min.,minoribus,minor,wrong_form,step 2 (candidates),no,minor; minutus,not_expanded,min.,n. o. can. et min. preb. Camin. et Gustrowen.
5,6313,min.,minorum,minor,wrong_form,step 2 (candidates),no,minor; minutus,not_expanded,min.,op. L. o. fr. min. Catharina ex ducibus Brunswicen.
9,419,min.,minorum,minor,wrong_form,step 2 (candidates),no,minor; minutus,not_expanded,min.,s. Francisci o. fr. min. B. Magdeburg. dioc. indulg.
9,2155,min.,minorum,minor,wrong_form,step 2 (candidates),no,minor; minutus,not_expanded,min.,erig. domum o. fr. min. sub regulari observ. provincie
9,2155,min.,minorum,minor,wrong_form,step 2 (candidates),no,minor; minutus,not_expanded,min.,et habitatione fratrum ord. min. in op. Stalerberg Magunt.
9,3474,min.,minorum,minor,wrong_form,step 2 (candidates),no,minor; minutus,not_expanded,min.,in Barbee o. fr. min. Magdeburg. dioc. in qua
2,370,mon.,monasterii,monasterium,wrong_form,step 1 (rule),"","",wrong_form,monasterium,post o. Benedicti abb. mon. s. Petri de Percipiano
2,370,mon.,monasterii,monasterium,wrong_form,step 1 (rule),"","",wrong_form,monasterium,civ. Magdeburg. oblationum abbati mon. s. Petri de Percipiano
2,2411,mon.,monasterii,monasterium,wrong_form,step 1 (rule),"","",wrong_form,monasterium,carnis esu pro abbatibus mon. Antiquecelle et mon. Buech
2,2411,mon.,monasterii,monasterium,wrong_form,step 1 (rule),"","",wrong_form,monasterium,ipsum et Mechtildem abbam mon. Throni s. Marie in
2,2411,mon.,monasterii,monasterium,wrong_form,step 1 (rule),"","",wrong_form,monasterium,abbatibus mon. Antiquecelle et mon. Buech Cist. o. Misnen.
2,2411,mon.,monasteria,monasterium,wrong_form,step 1 (rule),"","",wrong_form,monasterium,Misnen. lic. visit. omnia mon. monial. in dominio eius
2,2477,mon.,monasterii,monasterium,wrong_form,step 1 (rule),"","",wrong_form,monasterium,ss. Petri et Pauli mon. monial. o. s. Ben.
2,3412,mon.,monasterii,monasterium,wrong_form,step 1 (rule),"","",wrong_form,monasterium,Hildesleve eccl. mon. o. s. Ben. Halberstad.
2,5332,mon.,monasterii,monasterium,wrong_form,step 1 (rule),"","",wrong_form,monasterium,L 100 266 eccl. mon. monial. s. Marie Magd.
2,6133,mon.,monasterii,monasterium,wrong_form,step 1 (rule),"","",wrong_form,monasterium,Novacella abb. etc. mon. o. Cist. Misnen. dioc.
2,6133,mon.,monasterii,monasterium,wrong_form,step 1 (rule),"","",wrong_form,monasterium,100 260 abb. etc. mon. o. Cist. Misnen. dioc.
2,6133,mon.,monasterii,monasterium,wrong_form,step 1 (rule),"","",wrong_form,monasterium,91 95 abb. etc. mon. o. Cist. Misnen. dioc.
2,6177,mon.,monasterii,monasterium,wrong_form,step 1 (rule),"","",wrong_form,monasterium,prep. de bonis d. mon. est fund. 22 mart.
2,6177,mon.,monasterii,monasterium,wrong_form,step 1 (rule),"","",wrong_form,monasterium,marchas argenti ad sustentationem mon. in Crevese o. s.
2,7645,mon.,monasterii,monasterium,wrong_form,step 1 (rule),"","",wrong_form,monasterium,indulg. ad instar eccl. mon. in Regali Lutter Halberstad.
4,277,mon.,monasterii,monasterium,wrong_form,step 1 (rule),"","",wrong_form,monasterium,264 v. magistra etc. mon. in A. o. Prem.
4,2980,mon.,monasterio,monasterium,wrong_form,step 1 (rule),"","",wrong_form,monasterium,118 de indulg. pro mon. in Langentzeim Herbip. dioc.
